DTE,MARKETINGCHANNELGROUP,USER_ID,FIRST_PRCHS_DATE,GENRE_CAT_FINAL,ARTISTCATEGORY,TICKETSSOLDFP,GMSFP,GCFS,M12TICKETSSOLD,M12GMS
20,Paid Search,"6,062,213",01/18/2016 00:00:00,Theater,4.200-600,2,262,1,18,"2,150"
23,Unknown,"572,829",01/22/2016 00:00:00,Theater,4.200-600,2,223,1,"6,322","687,709"
1,Unknown,"572,829",01/16/2016 00:00:00,Theater,3.100-200,2,298,1,"6,463","698,308"
0,Unknown,"10,508,788",01/17/2016 00:00:00,Theater,2.50-100,2,216,1,"14,926","1,302,510"
33,Paid Search,"16,951,310",01/11/2016 00:00:00,Theater,1.TOP 50,2,309,1,201,"38,335"
6,Paid Search,"12,296,099",01/19/2016 00:00:00,Theater,4.200-600,3,341,1,628,"56,655"
48,Paid Search,"336,734",01/25/2016 00:00:00,Theater,5.600-1000,2,263,1,"16,223","1,874,772"
103,Paid Search,"14,452,876",01/17/2016 00:00:00,Theater,3.100-200,2,389,1,"5,841","868,168"
29,Paid Search,"12,706,568",01/16/2016 00:00:00,Theater,3.100-200,2,265,1,"10,215","1,125,139"
138,Unknown,"79,505,762",01/11/2016 00:00:00,Theater,1.TOP 50,2,607,1,"3,565","1,015,984"
1,Unknown,"10,458,103",01/14/2016 00:00:00,Theater,6.>1000,3,258,1,"2,368","252,271"
19,Paid Search,"4,694,597",01/05/2016 00:00:00,Theater,4.200-600,3,113,1,643,"50,067"
232,Paid Search,"889,597",01/30/2016 00:00:00,Theater,1.TOP 50,2,506,1,"116,540","16,325,325"
1,Paid Search,"1,017,226",01/02/2016 00:00:00,Theater,4.200-600,4,829,1,"5,189","1,770,879"
105,SEO,"84,422,268",01/07/2016 00:00:00,Theater,4.200-600,2,220,1,581,"49,794"
13,SEO,"13,977,340",01/03/2016 00:00:00,Theater,1.TOP 50,3,474,1,"218,995","39,388,074"
5,Unknown,"84,503,807",01/20/2016 00:00:00,Theater,6.>1000,2,190,1,248,"29,409"
48,Unknown,"75,058,622",01/04/2016 00:00:00,Theater,4.200-600,2,260,1,505,"68,196"
38,SEO,"29,321,222",01/15/2016 00:00:00,Theater,6.>1000,2,166,1,116,"11,284"
15,Paid Search,"923,603",01/09/2016 00:00:00,Theater,6.>1000,2,520,1,"1,919","273,482"
29,Unknown,"1,274,898",01/24/2016 00:00:00,Theater,3.100-200,2,107,1,"24,896","2,148,540"
6,Paid Search,"1,274,898",01/25/2016 00:00:00,Theater,6.>1000,4,369,1,"24,862","2,146,933"
10,Paid Search,"1,274,898",01/06/2016 00:00:00,Theater,4.200-600,2,127,1,"25,816","2,200,450"
4,Unknown,"1,274,898",01/12/2016 00:00:00,Theater,5.600-1000,2,94,1,"25,398","2,171,529"
2,SEO,"1,274,898",01/16/2016 00:00:00,Theater,6.>1000,2,77,1,"25,330","2,169,885"
5,Paid Search,"1,274,898",01/12/2016 00:00:00,Theater,5.600-1000,2,78,1,"25,398","2,171,529"
53,Unknown,"1,274,898",01/28/2016 00:00:00,Theater,6.>1000,3,297,1,"24,542","2,123,851"
36,Paid Search,"1,274,898",01/16/2016 00:00:00,Theater,6.>1000,7,325,1,"25,330","2,169,885"
19,Paid Search,"2,986,170",01/27/2016 00:00:00,Theater,6.>1000,2,546,1,528,"99,419"
4,SEO,"6,379,487",01/14/2016 00:00:00,Theater,6.>1000,2,131,1,166,"26,781"
1,Paid Search,"5,636,338",01/30/2016 00:00:00,Theater,4.200-600,1,117,1,"1,798","196,846"
30,Unknown,"540,423",01/16/2016 00:00:00,Theater,4.200-600,2,64,1,"8,231","806,456"
18,Unknown,"25,319,999",01/26/2016 00:00:00,Theater,4.200-600,2,274,1,834,"124,370"
45,Unknown,"26,200,050",01/20/2016 00:00:00,Theater,4.200-600,2,244,1,605,"91,004"
3,Paid Search,"7,025,683",01/28/2016 00:00:00,Theater,3.100-200,2,260,1,392,"78,362"
25,SEO,"6,108,978",01/19/2016 00:00:00,Theater,5.600-1000,2,166,1,"4,762","358,391"
25,Unknown,"1,888,022",01/20/2016 00:00:00,Theater,5.600-1000,4,605,1,"2,602","419,712"
41,Paid Search,"78,427,358",01/31/2016 00:00:00,Theater,6.>1000,2,301,1,"1,318","287,402"
2,Unknown,"78,892,406",01/28/2016 00:00:00,Theater,4.200-600,2,145,1,200,"28,633"
26,Paid Search,"77,682,119",01/12/2016 00:00:00,Theater,6.>1000,1,200,1,"5,649","1,164,685"
11,SEO,"1,312,120",01/26/2016 00:00:00,Theater,6.>1000,2,330,1,"26,787","3,665,857"
26,Unknown,"189,599",01/19/2016 00:00:00,Theater,4.200-600,2,234,1,"80,454","10,155,074"
27,SEO,"6,047,749",01/18/2016 00:00:00,Theater,3.100-200,2,251,1,793,"84,383"
1,Unknown,"4,055,662",01/24/2016 00:00:00,Theater,1.TOP 50,2,237,1,385,"53,378"
9,Paid Search,"5,109,767",01/25/2016 00:00:00,Theater,3.100-200,4,328,1,303,"36,146"
4,SEO,"664,250",01/11/2016 00:00:00,Theater,6.>1000,3,"1,188",1,"2,401","1,037,279"
15,Unknown,"323,529",01/02/2016 00:00:00,Theater,6.>1000,2,139,1,209,"15,232"
18,Unknown,"9,974,025",01/06/2016 00:00:00,Theater,6.>1000,2,141,1,94,"16,682"
37,Unknown,"9,786,972",01/08/2016 00:00:00,Theater,4.200-600,2,175,1,90,"19,688"
36,Unknown,"31,518,935",01/16/2016 00:00:00,Theater,1.TOP 50,3,"1,767",1,"2,403","481,295"
5,Unknown,"31,518,935",01/24/2016 00:00:00,Theater,5.600-1000,2,188,1,"2,387","478,412"
16,Unknown,"31,518,935",01/13/2016 00:00:00,Theater,5.600-1000,1,94,1,"2,427","485,327"
70,SEO,"2,114,122",01/09/2016 00:00:00,Theater,4.200-600,1,411,1,97,"17,873"
30,SEO,"75,912,696",01/23/2016 00:00:00,Theater,4.200-600,2,333,1,780,"118,963"
25,Paid Search,"2,042,405",01/19/2016 00:00:00,Theater,2.50-100,4,174,1,"3,097","271,883"
32,Unknown,"26,393,732",01/20/2016 00:00:00,Theater,6.>1000,2,237,0,2,110
38,Paid Search,"6,943,504",01/12/2016 00:00:00,Theater,4.200-600,2,303,1,20,"3,585"
15,Unknown,"569,200",01/03/2016 00:00:00,Theater,6.>1000,2,362,1,"4,837","1,047,918"
2,Paid Search,"569,200",01/14/2016 00:00:00,Theater,5.600-1000,2,394,1,"4,776","1,029,029"
79,Paid Search,"569,200",01/13/2016 00:00:00,Theater,1.TOP 50,2,723,1,"4,787","1,031,379"
21,Paid Search,"569,200",01/02/2016 00:00:00,Theater,6.>1000,2,286,1,"4,835","1,047,391"
20,Unknown,"9,875,390",01/08/2016 00:00:00,Theater,6.>1000,2,85,1,34,"1,998"
0,Unknown,"36,646,352",01/06/2016 00:00:00,Theater,6.>1000,1,38,1,508,"43,485"
85,Unknown,"36,712,857",01/09/2016 00:00:00,Theater,4.200-600,1,113,1,133,"12,751"
35,Unknown,"9,309,229",01/20/2016 00:00:00,Theater,6.>1000,2,221,1,6,"1,017"
21,Paid Search,"76,547,982",01/31/2016 00:00:00,Theater,4.200-600,2,188,1,6,429
50,Paid Search,"357,729",01/29/2016 00:00:00,Theater,3.100-200,2,395,1,26,"4,118"
15,SEO,"5,109,767",01/24/2016 00:00:00,Theater,3.100-200,2,309,1,320,"38,087"
1,Paid Search,"77,780,216",01/15/2016 00:00:00,Theater,4.200-600,2,239,1,1,369
3,Paid Search,"9,639,806",01/01/2016 00:00:00,Theater,6.>1000,2,344,1,2,64
7,SEO,"17,085,184",01/22/2016 00:00:00,Theater,5.600-1000,4,370,0,3,278
19,SEO,"80,805,269",01/05/2016 00:00:00,Theater,6.>1000,2,251,0,4,364
112,Paid Search,"29,741,594",01/03/2016 00:00:00,Theater,1.TOP 50,2,537,1,10,"1,838"
4,Paid Search,"12,890,333",01/14/2016 00:00:00,Theater,4.200-600,5,364,1,2,418
137,Paid Search,"6,068,914",01/14/2016 00:00:00,Theater,1.TOP 50,2,"1,955",1,10,"3,678"
13,Paid Search,"11,667,838",01/04/2016 00:00:00,Theater,3.100-200,2,309,1,177,"30,312"
25,Unknown,"5,766,447",01/18/2016 00:00:00,Theater,3.100-200,2,354,1,4,828
35,Paid Search,"85,486,423",01/31/2016 00:00:00,Theater,6.>1000,2,473,1,6,"1,325"
41,Unknown,"79,260,937",01/24/2016 00:00:00,Theater,6.>1000,4,548,1,"1,704","329,917"
2,Unknown,"14,194,839",01/25/2016 00:00:00,Theater,6.>1000,2,157,0,2,229
120,Unknown,"79,679,717",01/03/2016 00:00:00,Theater,3.100-200,2,309,1,8,"1,218"
6,Unknown,"1,391,009",01/25/2016 00:00:00,Theater,5.600-1000,2,215,0,4,612
1,SEO,"2,280,118",01/10/2016 00:00:00,Theater,1.TOP 50,6,"1,295",1,"1,425","283,429"
1,Unknown,"2,280,118",01/03/2016 00:00:00,Theater,1.TOP 50,2,415,1,"1,472","295,650"
32,Unknown,"1,400,109",01/27/2016 00:00:00,Theater,1.TOP 50,2,"1,527",1,"8,134","3,454,188"
24,Paid Search,"805,465",01/15/2016 00:00:00,Theater,3.100-200,6,"1,201",1,"299,302","32,342,446"
2,SEO,"805,465",01/05/2016 00:00:00,Theater,1.TOP 50,3,144,1,"297,986","32,227,419"
2,Unknown,"340,711",01/21/2016 00:00:00,Theater,5.600-1000,10,570,1,"70,339","5,926,886"
1,Paid Search,"340,711",01/09/2016 00:00:00,Theater,5.600-1000,2,63,1,"71,329","5,970,362"
6,Paid Search,"340,711",01/04/2016 00:00:00,Theater,5.600-1000,4,193,1,"71,862","6,001,119"
1,Unknown,"340,711",01/16/2016 00:00:00,Theater,5.600-1000,2,35,1,"70,649","5,933,343"
3,Unknown,"340,711",01/12/2016 00:00:00,Theater,6.>1000,2,94,1,"71,126","5,951,053"
0,Paid Search,"340,711",01/23/2016 00:00:00,Theater,5.600-1000,2,134,1,"69,905","5,907,742"
6,Paid Search,"267,973",01/31/2016 00:00:00,Theater,6.>1000,2,102,1,"16,746","1,408,093"
168,Unknown,"1,635,188",01/21/2016 00:00:00,Theater,3.100-200,3,334,1,"4,033","591,221"
0,Paid Search,"576,930",01/09/2016 00:00:00,Theater,6.>1000,2,52,1,"117,456","20,780,606"
250,SEO,"889,597",01/17/2016 00:00:00,Theater,1.TOP 50,1,241,1,"115,989","16,202,394"
15,SEO,"915,208",01/31/2016 00:00:00,Theater,1.TOP 50,3,"1,110",1,"48,649","5,617,695"
37,Paid Search,"26,604,858",01/22/2016 00:00:00,Theater,3.100-200,1,64,1,451,"32,625"
25,SEO,"357,984",01/11/2016 00:00:00,Theater,3.100-200,2,134,1,"406,952","58,171,985"
96,SEO,"357,984",01/20/2016 00:00:00,Theater,6.>1000,3,176,1,"413,707","59,586,041"
13,Paid Search,"28,827,426",01/22/2016 00:00:00,Theater,6.>1000,2,163,1,"1,331","149,063"
75,Unknown,"9,337,382",01/02/2016 00:00:00,Theater,1.TOP 50,3,"2,157",1,"80,338","33,869,496"
1,Unknown,"27,458,247",01/02/2016 00:00:00,Theater,6.>1000,3,197,1,"216,124","21,452,731"
2,SEO,"13,977,340",01/08/2016 00:00:00,Theater,5.600-1000,6,239,1,"217,771","39,200,417"
21,SEO,"12,115,217",01/20/2016 00:00:00,Theater,4.200-600,2,415,1,"3,615","735,407"
26,Unknown,"12,115,217",01/17/2016 00:00:00,Theater,4.200-600,2,471,1,"3,536","724,663"
8,Paid Search,"6,398,914",01/23/2016 00:00:00,Theater,5.600-1000,2,180,1,"200,444","13,192,363"
18,Unknown,"6,882,322",01/28/2016 00:00:00,Theater,6.>1000,4,374,1,"9,320","1,330,749"
110,Unknown,"7,700,938",01/16/2016 00:00:00,Theater,1.TOP 50,2,596,1,"502,289","54,966,537"
93,Unknown,"7,700,938",01/04/2016 00:00:00,Theater,1.TOP 50,3,"1,508",1,"504,608","55,328,453"
27,Paid Search,"7,700,938",01/18/2016 00:00:00,Theater,4.200-600,2,209,1,"502,422","55,015,725"
14,Unknown,"7,700,938",01/08/2016 00:00:00,Theater,1.TOP 50,1,590,1,"504,053","55,193,153"
59,Paid Search,"25,450,004",01/07/2016 00:00:00,Theater,3.100-200,2,176,1,"89,542","7,581,767"
18,Paid Search,"25,450,004",01/19/2016 00:00:00,Theater,3.100-200,2,195,1,"90,023","7,643,039"
6,SEO,"25,450,004",01/17/2016 00:00:00,Theater,5.600-1000,2,345,1,"89,961","7,630,460"
15,SEO,"9,299,768",01/02/2016 00:00:00,Theater,3.100-200,2,260,1,"147,867","14,364,861"
70,Unknown,"9,299,768",01/03/2016 00:00:00,Theater,3.100-200,2,227,1,"147,895","14,367,447"
77,Paid Search,"9,299,768",01/30/2016 00:00:00,Theater,3.100-200,2,248,1,"147,099","14,364,855"
0,Unknown,"12,732,578",01/03/2016 00:00:00,Theater,4.200-600,2,82,1,"91,385","9,801,695"
66,SEO,"162,377",01/07/2016 00:00:00,Theater,3.100-200,2,166,1,"217,115","27,676,587"
51,Paid Search,"162,377",01/08/2016 00:00:00,Theater,5.600-1000,4,244,1,"216,912","27,648,546"
40,Paid Search,"6,032,363",01/02/2016 00:00:00,Theater,4.200-600,2,169,1,"8,123","1,236,222"
77,Paid Search,"32,874,568",01/16/2016 00:00:00,Theater,1.TOP 50,2,681,1,"34,542","9,125,451"
5,Unknown,"32,874,568",01/18/2016 00:00:00,Theater,3.100-200,3,609,1,"34,573","9,121,912"
25,Paid Search,"32,874,568",01/27/2016 00:00:00,Theater,4.200-600,2,343,1,"34,893","9,163,115"
15,Unknown,"32,874,568",01/30/2016 00:00:00,Theater,4.200-600,2,377,1,"35,194","9,201,969"
224,SEO,"3,346,100",01/24/2016 00:00:00,Theater,1.TOP 50,3,"1,381",1,"9,572","2,280,586"
85,Paid Search,"162,589",01/17/2016 00:00:00,Theater,4.200-600,2,229,1,"8,916","1,150,812"
3,SEO,"8,865,843",01/25/2016 00:00:00,Theater,3.100-200,2,216,1,"47,618","3,808,665"
87,Paid Search,"10,470,236",01/19/2016 00:00:00,Theater,1.TOP 50,4,"1,756",1,"3,531","763,256"
6,Paid Search,"2,928,307",01/31/2016 00:00:00,Theater,4.200-600,2,91,1,"52,814","4,090,009"
1,SEO,"2,928,307",01/02/2016 00:00:00,Theater,4.200-600,3,126,1,"54,778","4,213,997"
11,Unknown,"1,357,763",01/14/2016 00:00:00,Theater,1.TOP 50,6,956,1,"27,102","3,742,222"
5,Paid Search,"1,357,763",01/10/2016 00:00:00,Theater,1.TOP 50,2,234,1,"27,244","3,735,365"
1,SEO,"215,231",01/03/2016 00:00:00,Theater,3.100-200,2,145,1,"88,455","16,249,454"
7,Paid Search,"16,324,604",01/29/2016 00:00:00,Theater,4.200-600,7,265,1,"28,405","2,291,622"
91,Paid Search,"10,679,305",01/30/2016 00:00:00,Theater,3.100-200,4,297,1,"60,511","5,217,792"
86,Paid Search,"10,679,305",01/08/2016 00:00:00,Theater,6.>1000,2,164,1,"60,134","5,127,402"
109,Paid Search,"1,000,795",01/06/2016 00:00:00,Theater,4.200-600,4,544,1,"7,137","516,593"
5,Unknown,"108,256",01/04/2016 00:00:00,Theater,5.600-1000,6,628,1,"22,948","3,281,793"
2,Unknown,"2,672,781",01/30/2016 00:00:00,Theater,4.200-600,3,234,1,"18,589","2,095,853"
6,Unknown,"2,672,781",01/18/2016 00:00:00,Theater,1.TOP 50,2,275,1,"19,003","2,138,404"
111,Paid Search,"2,672,781",01/05/2016 00:00:00,Theater,4.200-600,2,424,1,"18,980","2,130,460"
65,SEO,"8,653,489",01/07/2016 00:00:00,Theater,3.100-200,2,232,1,"18,766","2,504,012"
28,Unknown,"1,805,258",01/16/2016 00:00:00,Theater,4.200-600,3,327,1,"1,750","102,152"
10,Paid Search,"329,226",01/28/2016 00:00:00,Theater,4.200-600,4,487,1,"27,691","5,141,673"
10,Unknown,"1,216,348",01/20/2016 00:00:00,Theater,4.200-600,2,241,1,"5,452","1,472,974"
180,Paid Search,"318,985",01/19/2016 00:00:00,Theater,1.TOP 50,2,824,1,"2,046,232","214,197,392"
270,Unknown,"318,985",01/11/2016 00:00:00,Theater,1.TOP 50,2,473,1,"2,047,218","213,612,617"
15,Paid Search,"318,985",01/27/2016 00:00:00,Theater,3.100-200,2,213,1,"2,041,277","213,819,448"
37,Paid Search,"318,985",01/09/2016 00:00:00,Theater,4.200-600,5,481,1,"2,048,143","213,747,704"
118,Unknown,"5,314,684",01/24/2016 00:00:00,Theater,6.>1000,2,223,1,"42,916","3,411,924"
19,Unknown,"11,362,092",01/25/2016 00:00:00,Theater,6.>1000,3,218,1,"113,453","6,736,841"
25,Unknown,"576,912",01/12/2016 00:00:00,Theater,3.100-200,2,372,1,"65,986","19,845,587"
4,SEO,"576,912",01/17/2016 00:00:00,Theater,1.TOP 50,5,907,1,"65,854","19,763,389"
7,SEO,"576,912",01/30/2016 00:00:00,Theater,3.100-200,2,338,1,"64,375","19,185,807"
78,SEO,"576,912",01/16/2016 00:00:00,Theater,3.100-200,3,369,1,"65,955","19,778,970"
4,Paid Search,"576,912",01/19/2016 00:00:00,Theater,4.200-600,2,154,1,"65,603","19,702,854"
11,SEO,"576,912",01/13/2016 00:00:00,Theater,1.TOP 50,2,372,1,"65,989","19,827,195"
1,Unknown,"576,912",01/23/2016 00:00:00,Theater,4.200-600,3,231,1,"64,959","19,527,990"
38,Unknown,"9,395,515",01/21/2016 00:00:00,Theater,4.200-600,2,233,1,"83,035","8,946,960"
19,Paid Search,"12,553,760",01/25/2016 00:00:00,Theater,4.200-600,2,206,1,"1,546","173,320"
2,SEO,"473,630",01/14/2016 00:00:00,Theater,2.50-100,3,105,1,"19,743","2,686,267"
188,Unknown,"329,586",01/08/2016 00:00:00,Theater,1.TOP 50,2,791,1,"19,075","8,483,905"
26,Paid Search,"329,586",01/04/2016 00:00:00,Theater,4.200-600,2,300,1,"19,193","8,541,555"
1,SEO,"1,216,348",01/16/2016 00:00:00,Theater,3.100-200,2,227,1,"5,470","1,468,369"
32,Unknown,"162,377",01/06/2016 00:00:00,Theater,6.>1000,5,259,1,"217,369","27,702,220"
50,Paid Search,"162,377",01/02/2016 00:00:00,Theater,3.100-200,3,285,1,"218,729","27,850,012"
19,SEO,"162,377",01/13/2016 00:00:00,Theater,4.200-600,4,216,1,"215,437","27,523,929"
24,Unknown,"83,357,176",01/28/2016 00:00:00,Theater,4.200-600,2,188,1,"9,616","690,791"
20,SEO,"32,155,975",01/31/2016 00:00:00,Theater,5.600-1000,2,260,1,"1,485","199,022"
12,Paid Search,"4,265,688",01/05/2016 00:00:00,Theater,6.>1000,5,389,1,"49,274","3,267,740"
123,Paid Search,"414,463",01/19/2016 00:00:00,Theater,1.TOP 50,2,"2,440",1,"34,652","8,447,475"
3,SEO,"2,672,781",01/19/2016 00:00:00,Theater,1.TOP 50,2,241,1,"18,997","2,138,062"
2,Unknown,"2,928,307",01/08/2016 00:00:00,Theater,4.200-600,5,458,1,"54,585","4,190,266"
46,SEO,"2,928,307",01/27/2016 00:00:00,Theater,4.200-600,2,108,1,"53,233","4,118,637"
12,Paid Search,"2,928,307",01/24/2016 00:00:00,Theater,4.200-600,2,77,1,"53,360","4,128,423"
17,Paid Search,"2,928,307",01/07/2016 00:00:00,Theater,4.200-600,6,688,1,"54,653","4,199,625"
51,Unknown,"1,914,768",01/15/2016 00:00:00,Theater,6.>1000,2,274,1,"2,580","458,005"
4,SEO,"15,962,889",01/07/2016 00:00:00,Theater,5.600-1000,2,230,1,"2,267","337,801"
29,SEO,"15,962,889",01/01/2016 00:00:00,Theater,6.>1000,4,560,1,"2,313","344,321"
29,Paid Search,"80,526,143",01/23/2016 00:00:00,Theater,5.600-1000,2,262,1,"1,742","168,780"
9,Unknown,"31,014,516",01/22/2016 00:00:00,Theater,6.>1000,4,161,1,913,"81,049"
3,Unknown,"8,295,852",01/14/2016 00:00:00,Theater,3.100-200,2,276,1,"2,795","527,768"
16,Unknown,"1,886,383",01/30/2016 00:00:00,Theater,3.100-200,2,497,1,"16,484","2,605,432"
12,Unknown,"1,886,383",01/25/2016 00:00:00,Theater,3.100-200,2,320,1,"16,294","2,561,282"
101,Unknown,"29,267,315",01/21/2016 00:00:00,Theater,6.>1000,4,525,1,"4,449","554,627"
77,Paid Search,"9,334,162",01/18/2016 00:00:00,Theater,5.600-1000,2,307,1,"38,628","4,901,769"
16,Unknown,"12,684,418",01/28/2016 00:00:00,Theater,6.>1000,1,57,1,"5,811","473,363"
9,Paid Search,"25,980,654",01/29/2016 00:00:00,Theater,6.>1000,2,476,1,"2,458","375,412"
5,SEO,"1,045,828",01/12/2016 00:00:00,Theater,1.TOP 50,4,358,1,"187,061","15,712,063"
2,SEO,"1,045,828",01/26/2016 00:00:00,Theater,6.>1000,3,255,1,"187,727","15,722,612"
28,Unknown,"1,045,828",01/24/2016 00:00:00,Theater,4.200-600,3,158,1,"187,797","15,742,175"
56,Paid Search,"576,912",01/14/2016 00:00:00,Theater,6.>1000,2,498,1,"65,883","19,807,185"
39,Paid Search,"4,990,038",01/18/2016 00:00:00,Theater,4.200-600,2,471,1,"2,818","518,273"
5,Unknown,"25,980,654",01/11/2016 00:00:00,Theater,6.>1000,2,221,1,"2,477","376,823"
12,Unknown,"10,595,484",01/06/2016 00:00:00,Theater,6.>1000,2,148,1,"8,121","1,095,130"
9,SEO,"31,518,935",01/15/2016 00:00:00,Theater,6.>1000,2,237,1,"2,407","483,637"
196,SEO,"1,000,536",01/05/2016 00:00:00,Theater,1.TOP 50,3,"1,925",1,"4,415","1,509,044"
22,Unknown,"1,007,058",01/09/2016 00:00:00,Theater,4.200-600,4,90,1,"16,789","3,239,302"
2,Unknown,"11,362,092",01/30/2016 00:00:00,Theater,6.>1000,2,176,1,"113,459","6,734,933"
14,Paid Search,"540,423",01/17/2016 00:00:00,Theater,4.200-600,4,239,1,"8,219","805,194"
5,Paid Search,"540,423",01/27/2016 00:00:00,Theater,4.200-600,3,208,1,"8,151","798,429"
8,Paid Search,"17,504,430",01/05/2016 00:00:00,Theater,1.TOP 50,2,"1,485",1,"38,817","13,045,597"
24,Unknown,"17,504,430",01/24/2016 00:00:00,Theater,1.TOP 50,2,"1,181",1,"38,369","12,925,963"
38,Paid Search,"17,504,430",01/08/2016 00:00:00,Theater,4.200-600,2,195,1,"38,828","13,072,048"
36,Unknown,"30,061,475",01/23/2016 00:00:00,Theater,3.100-200,6,317,1,"46,142","3,247,632"
1,Unknown,"30,061,475",01/06/2016 00:00:00,Theater,1.TOP 50,4,104,1,"46,324","3,242,348"
28,Unknown,"8,528,501",01/14/2016 00:00:00,Theater,6.>1000,2,516,1,"2,837","1,217,264"
4,Paid Search,"1,756,997",01/06/2016 00:00:00,Theater,4.200-600,2,335,1,"33,589","12,153,096"
4,Paid Search,"1,756,997",01/04/2016 00:00:00,Theater,3.100-200,1,392,1,"33,589","12,183,607"
32,SEO,"1,756,997",01/17/2016 00:00:00,Theater,5.600-1000,2,335,1,"33,814","12,094,693"
14,SEO,"1,756,997",01/07/2016 00:00:00,Theater,5.600-1000,2,309,1,"33,686","12,153,424"
3,Unknown,"30,208,106",01/28/2016 00:00:00,Theater,4.200-600,3,179,1,"1,174","125,745"
38,Paid Search,"556,781",01/07/2016 00:00:00,Theater,3.100-200,2,447,1,439,"98,243"
38,Unknown,"79,260,937",01/25/2016 00:00:00,Theater,6.>1000,2,274,1,"1,689","327,720"
112,Paid Search,"79,505,762",01/20/2016 00:00:00,Theater,1.TOP 50,2,677,1,"3,511","1,006,158"
75,Unknown,"7,700,938",01/29/2016 00:00:00,Theater,1.TOP 50,1,304,1,"502,412","55,062,030"
81,Unknown,"7,700,938",01/06/2016 00:00:00,Theater,1.TOP 50,2,"1,117",1,"504,370","55,306,124"
139,Unknown,"7,700,938",01/09/2016 00:00:00,Theater,1.TOP 50,2,"1,064",1,"503,913","55,117,999"
2,Paid Search,"35,632,901",01/08/2016 00:00:00,Theater,3.100-200,2,169,1,"11,875","1,169,455"
48,SEO,"1,045,828",01/04/2016 00:00:00,Theater,3.100-200,2,160,1,"186,695","15,706,188"
39,Unknown,"420,484",01/06/2016 00:00:00,Theater,4.200-600,4,843,1,"3,031","740,286"
9,Unknown,"958,038",01/02/2016 00:00:00,Theater,6.>1000,2,138,1,"17,388","2,142,183"
34,Paid Search,"1,914,768",01/04/2016 00:00:00,Theater,4.200-600,3,601,1,"2,661","472,507"
1,Unknown,"12,166,057",01/21/2016 00:00:00,Theater,6.>1000,2,50,1,"64,734","3,316,337"
13,Unknown,"569,200",01/25/2016 00:00:00,Theater,6.>1000,2,271,1,"4,722","1,010,069"
14,SEO,"569,200",01/13/2016 00:00:00,Theater,1.TOP 50,1,406,1,"4,787","1,031,379"
47,Unknown,"7,776,988",01/04/2016 00:00:00,Theater,4.200-600,2,301,1,"4,168","660,767"
84,Paid Search,"5,160,173",01/18/2016 00:00:00,Theater,4.200-600,2,241,1,"6,267","1,841,977"
1,Unknown,"876,702",01/17/2016 00:00:00,Theater,4.200-600,2,213,1,"1,315","134,739"
58,Paid Search,"8,055,227",01/01/2016 00:00:00,Theater,3.100-200,2,254,1,"21,717","2,443,143"
34,Unknown,"8,055,227",01/18/2016 00:00:00,Theater,6.>1000,3,177,1,"21,868","2,464,667"
7,Paid Search,"32,628,772",01/06/2016 00:00:00,Theater,6.>1000,2,386,1,"15,645","1,377,565"
51,SEO,"32,874,568",01/08/2016 00:00:00,Theater,4.200-600,4,640,1,"34,220","9,050,595"
27,Unknown,"32,874,568",01/01/2016 00:00:00,Theater,4.200-600,2,262,1,"34,031","9,005,266"
2,Paid Search,"32,874,568",01/01/2016 00:00:00,Theater,4.200-600,4,"1,166",1,"34,031","9,005,266"
67,Unknown,"32,874,568",01/30/2016 00:00:00,Theater,4.200-600,2,191,1,"35,194","9,201,969"
101,SEO,"32,874,568",01/20/2016 00:00:00,Theater,1.TOP 50,2,662,1,"34,694","9,144,586"
137,Paid Search,"1,639,036",01/05/2016 00:00:00,Theater,6.>1000,2,309,1,"153,844","12,368,946"
150,Paid Search,"9,227,411",01/08/2016 00:00:00,Theater,1.TOP 50,10,"1,452",1,"2,559","313,291"
318,Paid Search,"10,595,484",01/05/2016 00:00:00,Theater,4.200-600,4,698,1,"8,117","1,095,278"
45,Paid Search,"572,829",01/13/2016 00:00:00,Theater,3.100-200,4,441,1,"6,547","706,832"
16,Unknown,"357,984",01/30/2016 00:00:00,Theater,3.100-200,3,676,1,"418,278","60,273,479"
1,Unknown,"357,984",01/03/2016 00:00:00,Theater,3.100-200,2,145,1,"404,951","57,937,051"
15,SEO,"357,984",01/10/2016 00:00:00,Theater,1.TOP 50,2,173,1,"406,682","58,118,003"
239,Paid Search,"357,984",01/16/2016 00:00:00,Theater,1.TOP 50,6,"1,686",1,"409,692","58,604,889"
32,Unknown,"357,984",01/21/2016 00:00:00,Theater,3.100-200,5,399,1,"414,680","59,809,112"
16,Paid Search,"357,984",01/07/2016 00:00:00,Theater,4.200-600,2,369,1,"406,105","58,064,744"
1,SEO,"1,045,828",01/31/2016 00:00:00,Theater,6.>1000,4,249,1,"187,798","15,706,532"
